source,reference,translation
Sempre eu ensinei publicamente as pessoas,Te'yîpe memẽ nhẽ ixé aporombo'e,Ha'e va'ekue che mbo'ehára opa árape.
A crença no Deus verdadeiro encheu meu interior,Tupã-eté rerobîara îaîporaká xe ybỹîa,Che jerovia Nhandejára anheteguáre omyenyhẽ che py'apýpe
Reparti com ele a carne,Aîopoî ahẽ so'o pupé,Omboja'o hi'upyrã hendive
Eles se tratam uns aos outros como semelhantes por causa de sua irmandade,O îoasykûera ri îasûaramo i îogûerekóû,Ha'ekuéra onhangarekóva ojuehe ha'eháicha inhermanokuéra rupi
Ajo velhacamente,Aîkó-angaîpab,Huguy okakuaáva
"Ele, certamente, faz tirar-lhe o efeito de mim",A'e ipó oîmoarybé-ukar xe suí,"Ha'e, anhetehápe, oipe'a ichugui che mba'e."
Inclina-se,-Oîerokype asé Cruz supé? -Oîeroky -A gente se inclina junto à cruz?,Onhemboja'o
"Ah, que mau é o pecado! Que mau que é fulano!",Tieté kó angaîpaba maniîabo mã! Tieté kó ahẽ maniîabomã!,¡Ajépa ivai pe pekádo! ¡Ajépa ivai pe kuimbaʼe!
Vou ao caminho de meu pai,Asó xe ruba rapépe,Ahóta che ru rape rupi
Manquejo,Xe ate'ẽ,Mba'epochy
"Escondeste algum pecado teu do padre, envergonhando-te dele?","Ereîkuakupe nde angaîpaba amõ abaré suí, senotĩamo nhẽ?",¿Renhemboja reipa reipa reipa reipa reipa reipa reipa reipa reipa?
Há de prantear a gente o desaparecimento de seu pai e de sua mãe,Osapirõ-n'asé og uba o sy kanhemagûera,Nhambyasy va'erã itúva ha isy okanhy haguére.
Não por me amar,Na xe raûsupeî,Ndaha'éi che rayhúgui
"homem parvoeirão, ignorantão",abá-tekokuabe'ymusu,"kuimba'e inhakãngetéva, ndoikuaáiva"
"Levaram-no para um certo palácio, fazendo-o entrar, reunindo soldados fortes ali por sua causa","Ogûerasó amõ okusupe seroîkŷabo, a'epe maranaritekoaratã reŷnhanga sesé","Ha'ekuéra ogueraha chupe peteĩ palacio-pe, omboguata chupe, ombyatývo soldadokuéra imbaretéva upépe chupe g̃uarã"
nunca mais,aani xûé ko'yténe,araka'eve
"Mas não pode a gente, de modo nenhum, contar o procedimento oculto de alguém?",Nd'e'ikatu angáî-tepe asé abá rekó-nhemima mombegûabo?,"Péro, ¿ndikatúi piko ja'e mba'eichaguápa oĩ nhande rapicha rembiapo?"
Santa Maria está pensando na aproximação de seu parto,Santa Maria o membyrá-kakara omo'ã-mo'ang,Santa María ohesa'ỹijo imemby ohasávo.
fibras sujas,pó-ky'a,umi fibra suja
Para onde será que eu irei?,Mamõ serã xe sóûne?,¿Moõ gotyo piko aha?
Enjoa-te de teu velho modo de ser!,Eîmoting nde rekopûera!,Ejahu nde reko ymaguare!
Eu sou molengão,Xe rekombegûé,Che ha'e peteĩ molingón
Em minhas mãos bem os tenho,Xe pópe arekó-katu,Che pópe ha'e kuéra
Tenho a carne arrepiada,Xe ro'o-piring,Aguereko tembi'u he'íva
"gozador, brincalhão, zombeteiro",nhemosaraîxûera,"omomba'eguasu, omomba'eguasu, omomba'eguasu"
Os índios atacarás,Apŷaba eresepenhãne,Umi indio-kuéra ojokóta
pedra de beiço pontuda,metarapûá,Kuatiarogue ipyahúva
"Para ele trouxeram, como oferendas, ouro, resina dura que recende e mirra","I xupé ogûeru îetanongabamo itaîuba, ysykatã syapûãba'e, mirra","Ha'ekuéra ogueru ichupe oikuave'ẽ hağua, óro, resina hi'áva ha mirra."
"Sê tu guardião de mim, sob tuas mãos colocando-me","Nde morerekoar xe ri, nde pó gûyrype xe nonga","Tonhangareko che rehe, nde pópe che pógui"
Destruiu outrora os tamoios,Tamũîa omombab erimba'e,Ohasáma umi tamói-pe
"Ah, se eu tivesse percebido outrora isso, praticando o que dizíeis!","Anhandu beémo erimba'e angûama mã, pe 'erama purûabo!","Oiméne aikuaa va'ekue ko'ã mba'e, ajapo ramo pe he'íva."
Futuro senhor de suas muitíssimas riquezas,O mba'e-katupabẽ îarama,Mburuvicha tenondegua imba'erepy tuicháva
Não se cansam de pedir a Deus pelos que os resgataram,N'oîeruré-pytubari Tupã supé ogûenosemarûera resé,Ha'ekuéra ndokyhyjéi onhembo'e Nhandejárape orrescatáva rehehápe
Faço-o doente,Aîmomara'ar,Ambohasa asy chupe
"E não confessando ser parente, de fato, de seu marido ou de sua esposa, que acontece?","A'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?","Ha nderehechakuaái ramo ha'eha nde ména térã nde tembireko nhemonhare, ¿mba'épa oikóta?"
Eu não sou medroso,Na xe poropoûsubi,Che ndaha'éi kyhyje'ỹva
"São famosos esses moçacaras, que são uns beberrões","Serapûan kó mosakara, i kaûĩgûasuba'e","Iporâ ko'ã guyra'i, ha'éva mbeguekatúva."
Que me tratem como a seu próprio deus,O tupãnamo ta xe rerekó,Ha'ekuéra onhangareko che rehe ha'eháicha Tupã.
Muitíssimas lorotas invocaram contra ele,Tenhẽngatupabẽ osykyî i xupé,Hetaiterei kunhakarai onhembo'e hese
"Vinde, levai os malditos, erguendo-os para sapecá-los em nosso fogo, moqueando-os","Peîori, perasó muru, supi îandé ratápe sapeka, i monga'ẽmo","Eju, ehupi umi mba'e vaietéva, epu'ã haĝua haĝua nhande tatápe, emomba'e guasu chupekuéra."
"fora, na rua",okarype,"okápe, tape ári"
"Está molestando as pessoas, fazendo-as cair em erro","oporomoaîu oîkóbo, oporomotekokuabe'yma","Ha'e omongy'a umi héntepe, ombotavy chupekuéra"
"Vêm em vão para me afastar os ditos ""padres""","Oú tenhẽ xe pe'abo ""abaré"" 'îaba","Ha'ekuéra ou vaiete omboyke hag̃ua chehegui umi ""tuvakuéra"""
"Em tuas mãos sentando-se, vai o menino","Nde pópe ogûapyka, osó kunumĩ","Nde pópe oguapy, oho pe mitã"
Por que bates em mim?,Marãpe xe ri erepûá?,¿Mba'ére piko renhemomba'e che rehe?
Que afaste nossa maldade,Îandé aíba t'oîpe'a,Ha'e oipe'a haguã nhande py'a vai
Não se compadeceu Deus de alguém por causa dos que descenderiam ?,N'osaûsubaripe Tupã amõ abá îeapykaba'erama resé?,Ndaipóri piko Tupã Nhandejára oiporiahuvereko vaʼekue hapichápe oguejy vaʼekuére ?
Mato gente,Aporoîuká,Ajuka yvypórape
Que é a morte?,Mba'epe te'õ?,Mba'épa hína nhemano?
"Eu sou um mísero índio, de fato",Xe abá-aîbĩ anhẽ,"Che niko peteî indio vaiete, anhetehápe."
Dou de beber às pessoas,Apore'ym,Ahepyme'ẽ umi héntepe
"a sem-filhos, a fêmea estéril",membyre'yma,"Kunhakarai imemby'ỹva, kunhakarai imemby'ỹva"
Que pareçam juntar-se como um só,T'oîese'ar-y berame'ĩ oîepekaturamo,Oiméne ojoaju hikuái peteĩnte
Oprime-nos o coração,Oré py'a-pyk,Tonhemomombyry nhande py'a
Muitíssimas coisas más eles acharão,Mba'e-memûãngatupabẽ resé i îekosubyne,Heta mba'e vaiete ojuhúta hikuái
Aparei-o,Asembe'y-kytĩ,Che amoĩ chupe
Como se eu dissesse,Xe 'é îasûaramo n'aé,Ha'eháicha che ha'éva
"Ficou saltando, reconhecendo imediatamente Jesus, seu senhorzinho","Opor-oporĩ, Îesu o îarĩ kuapa aûnhenhẽ","Onhembosako'i, ohechakuaávo pya'e Jesús, hembireko."
Eis que eu sou homem,Xe abá niã ixé,Ko'ápe che kuimba'e
"Ave Maria, a que está cheia de graça","Ave Maria, graça resé tynysemba'e","Ha'e María, pe henyhẽva mborayhúgui"
Segui pelo mar 'Y rupi agûatá - Andei pelo rio,Paranã rupi agûatá,Ahávo mar 'Y rupi aguatá - Ahávo ysyry
Esse nome é o que me convém,Aîpó tera xe arõana,Ko téra ha'e iporãva chéve
"meu pai, o que me gerou",xe ruba xe monhangara,"che túva, che nhemonhare"
A mãe de Deus está sabendo todas as coisas,Tupã sy opabenhẽ mba'e oîkuab oîkóbo,Tupãsy oikuaa opa mba'e
o cauim que é preparado para meu recebimento,kaûĩ xe renotara,pe ka'i onhembosako'íva che rendápe
Fica aumentando sua bondade,I angaturama nhẽ oîrumõ-rumõ,Ha'e omombareteve imba'eporãha
Ouve,Esendu,Ehendúkena
A mim também o flechado Bastião derrotou-me Não existe mais minha antiga bravura,Xe abé iî ybõmbyrûera Bastião xe moaûîé N'i tybi xe abaetepûera,Che avei Bastión michĩvéva che mboriahu. Ndaipórivéima che py'aguapy yma guare.
Eu seco,Xe rypab,Che apyta
Tu tiveste excitação com teu amante?,-Nde regûyrõpe nde agûasá resé?,¿Revyʼa vaʼekue ne rembiayhu ndive?
Contigo sempre estou,Nde resé memẽ oroîkó,Arekóva nde ndive opa ára
Vem para espantar o diabo,Îori anhanga mondyîa,Ha'e ou omokanhy haguã anha
Estamos nos ferros ao pescoço um do outro,Oîoapyri oroîkó itá resé,Ore ronhembotuicha ojuehe
"São muito molestos, certamente, os tropeços de nossa caminhada",Iîabaíbeté nhẽ rakó asé atá mysakanga,"Tuicha vaiete, anhetehápe, umi tapykueho nhande rapykuéri."
"Ambas as minhas coxas tremem, endurecendo","Opá xe uba îesyî, oîemoatãmo","Che pyti'a mokõivéva ho'u, onhembotuicha"
"Tu tens olhos concupiscentes, olhando para alguém?",Nde resá-poropotápe amõ resé ema'ẽmo?,"¿Ndépa renhenhandu vai nde resa rehe, nde renhenhandu vai avavére?"
Para uma grande escuridão é que iriam,Pytunusupe émo i xóûmo,Py'a pytũmbýpe ohóta hikuái
"Esses, na verdade, não honram a Deus",A'e ipó Tupã n'omoangaturami,Ha'ekuéra niko nomomba'eguasúi Tupã Nhandejárape
Vou por ir,Asó nhẽ,Che aháta
"há bem pouco tempo, agora há pouco, agorinha mesmo","kûesé-té'ĩ, kûesé-té'ĩ-mbyryb, kûesé-té'ĩbé, kûesé-bé'ĩ, kûesé-pyryb","ymaite guive, ko'ágãite peve."
"Fazem aplacar a Deus a si mesmos, ao eliminarem a dívida dos pecados de muitos anos",Tupã oîmonhyrõ o îoupé setá nhẽ seîxutatá tekoangaîpaba repy-mondykápe,Haʼekuéra omombaʼeguasu Nhandejárape omboyke hag̃ua umi mbaʼe vai ojapo vaʼekue heta ánhore
Aparei-o,Anhopan,Che amoĩ chupe
campo limpo,nhũasyma,Ka'aguy ipotĩ
Seu sangue era muito,Sugûy turusu,Nde ruguy hetaiterei va'ekue
"o que informa, o que avisa",momorandupara,"he'íva, he'íva"
"É formosa, certamente, a lua, vindo com sua grande face","I aysó, nipó, îasy, og obagûasu reru","Iporã, anhetehápe, kuarahy, ouva'ekue inhakã guasu"
Delato gente,Aporokuaukar,Umi tapicha
"Do nada fez nossa alma, com sua palavra é que ele a fez","Nama'eruã oîmonhang asé 'angamo, o nhe'enga pupé é i monhangi","Ndaipóri mba'eve ojapo va'ekue nhane ánga, inhe'ẽ rehe ojapo va'ekue"
"Basta! Falo eu, Sarauaia!","Aûîé! Anhe'eng, Saraûaî!","Che anhe'ẽ hína, Sarauaia!"
Põe a espada na bainha dela,Eîmondeb itangapema surupe,Eike nde espáda ipópe.
Dizendo palavras más acerca de coisas nojentas,Mba'epoxy koty onhe'engaíbamo,He'íva nhe'ẽ vai mba'e vai rehe
