source,reference,translation
Para uma grande escuridão é que iriam,Pytunusupe émo i xóûmo,Te'õ-mirĩ rekóû ikóû
"Esses, na verdade, não honram a Deus",A'e ipó Tupã n'omoangaturami,Nd'e'i te'e Tupã resé
Vou por ir,Asó nhẽ,Asó ruã
"há bem pouco tempo, agora há pouco, agorinha mesmo","kûesé-té'ĩ, kûesé-té'ĩ-mbyryb, kûesé-té'ĩbé, kûesé-bé'ĩ, kûesé-pyryb",aûîé-katu-katu
"Fazem aplacar a Deus a si mesmos, ao eliminarem a dívida dos pecados de muitos anos",Tupã oîmonhyrõ o îoupé setá nhẽ seîxutatá tekoangaîpaba repy-mondykápe,"I angaîpaba Tupã asé supé, tekoangaîpaba moîekoangaîpaba pupé"
Aparei-o,Anhopan,Aîapyk
campo limpo,nhũasyma,ybyrá-ypy
Seu sangue era muito,Sugûy turusu,I 'anga ipó
"o que informa, o que avisa",momorandupara,mbo'iîara
"É formosa, certamente, a lua, vindo com sua grande face","I aysó, nipó, îasy, og obagûasu reru","Oîkobé-eté ybyri, i 'anga pupé o îuká-puku"
Delato gente,Aporokuaukar,Aîpó abá
"Do nada fez nossa alma, com sua palavra é que ele a fez","Nama'eruã oîmonhang asé 'angamo, o nhe'enga pupé é i monhangi","Nd'e'i te'e îandé 'anga, i nhe'enga rekobe'õ"
"Basta! Falo eu, Sarauaia!","Aûîé! Anhe'eng, Saraûaî!","Aûîé! Aîé xe, Sarauaia!"
Põe a espada na bainha dela,Eîmondeb itangapema surupe,Oîoîoîabype aîuká i xupé
Dizendo palavras más acerca de coisas nojentas,Mba'epoxy koty onhe'engaíbamo,Mba'e-poxy nhe'enga rupi nhote
